time,open,high,low,close,tick_volume,spread,real_volume
2025-01-16 03:45:00+00:00,1.10718,1.10736,1.1069,1.10733,1664,5,0
2025-01-16 04:00:00+00:00,1.10731,1.10788,1.10691,1.10771,2113,5,0
2025-01-16 04:15:00+00:00,1.1077,1.10777,1.10745,1.10754,1373,3,0
2025-01-16 04:30:00+00:00,1.10754,1.10762,1.10719,1.1076,1074,3,0
2025-01-16 04:45:00+00:00,1.10759,1.10766,1.10683,1.1072,1094,5,0
2025-01-16 05:00:00+00:00,1.1072,1.10733,1.10697,1.10708,1156,5,0
2025-01-16 05:15:00+00:00,1.10709,1.10762,1.10707,1.10722,1098,3,0
2025-01-16 05:30:00+00:00,1.10722,1.10734,1.10682,1.10682,939,7,0
2025-01-16 05:45:00+00:00,1.10682,1.10732,1.10679,1.1072899999999999,747,3,0
2025-01-16 06:00:00+00:00,1.10727,1.1074,1.10671,1.10702,677,3,0
2025-01-16 06:15:00+00:00,1.10701,1.10727,1.10679,1.10681,732,3,0
2025-01-16 06:30:00+00:00,1.10681,1.10702,1.10658,1.10662,793,3,0
2025-01-16 06:45:00+00:00,1.10663,1.1069,1.10661,1.1068500000000001,605,3,0
2025-01-16 07:00:00+00:00,1.10686,1.10686,1.1062400000000001,1.10633,970,5,0
2025-01-16 07:15:00+00:00,1.10633,1.10639,1.10594,1.10618,1192,9,0
2025-01-16 07:30:00+00:00,1.10617,1.10642,1.10608,1.10622,1194,5,0
2025-01-16 07:45:00+00:00,1.10623,1.10693,1.10618,1.10681,1130,7,0
2025-01-16 08:00:00+00:00,1.10682,1.10717,1.10671,1.10713,1403,5,0
2025-01-16 08:15:00+00:00,1.10714,1.10736,1.10708,1.10725,1357,3,0
2025-01-16 08:30:00+00:00,1.10725,1.10749,1.10708,1.10733,1360,3,0
2025-01-16 08:45:00+00:00,1.10732,1.10753,1.10717,1.10738,1060,6,0
2025-01-16 09:00:00+00:00,1.10738,1.10802,1.10737,1.10799,1888,6,0
2025-01-16 09:15:00+00:00,1.108,1.10835,1.10752,1.10816,1631,7,0
2025-01-16 09:30:00+00:00,1.10816,1.10852,1.10804,1.10818,1291,3,0
2025-01-16 09:45:00+00:00,1.10817,1.10831,1.10801,1.1081,1301,3,0
2025-01-16 10:00:00+00:00,1.10811,1.10845,1.10805,1.10823,1548,7,0
2025-01-16 10:15:00+00:00,1.10825,1.10887,1.10825,1.10875,1472,3,0
2025-01-16 10:30:00+00:00,1.10876,1.10928,1.10864,1.10922,1494,3,0
2025-01-16 10:45:00+00:00,1.10923,1.10933,1.10905,1.10913,1092,3,0
2025-01-16 11:00:00+00:00,1.10911,1.10925,1.10882,1.10899,1346,5,0
2025-01-16 11:15:00+00:00,1.10898,1.10905,1.10852,1.10903,1056,6,0
2025-01-16 11:30:00+00:00,1.10905,1.10908,1.10861,1.10873,1246,6,0
2025-01-16 11:45:00+00:00,1.10872,1.10883,1.10839,1.10879,1189,6,0
2025-01-16 12:00:00+00:00,1.10878,1.109,1.10855,1.10899,1212,10,0
2025-01-16 12:15:00+00:00,1.109,1.1090200000000001,1.10858,1.10874,977,3,0
2025-01-16 12:30:00+00:00,1.10875,1.10883,1.10854,1.10861,878,3,0
2025-01-16 12:45:00+00:00,1.10859,1.10892,1.10853,1.10881,912,3,0
2025-01-16 13:00:00+00:00,1.10879,1.10888,1.1086,1.10883,1087,3,0
2025-01-16 13:15:00+00:00,1.10882,1.1089,1.10853,1.10857,825,3,0
2025-01-16 13:30:00+00:00,1.10857,1.10869,1.10842,1.10865,970,3,0
2025-01-16 13:45:00+00:00,1.10865,1.10893,1.10859,1.10868,1073,3,0
2025-01-16 14:00:00+00:00,1.10868,1.10914,1.10864,1.10903,1148,3,0
2025-01-16 14:15:00+00:00,1.1090200000000001,1.10936,1.10889,1.10914,1424,6,0
2025-01-16 14:30:00+00:00,1.10916,1.10923,1.10877,1.10896,1764,6,0
2025-01-16 14:45:00+00:00,1.10896,1.10929,1.10868,1.10923,1587,6,0
2025-01-16 15:00:00+00:00,1.10921,1.10958,1.10918,1.10932,1627,6,0
2025-01-16 15:15:00+00:00,1.1093,1.10948,1.10878,1.10878,1813,6,0
2025-01-16 15:30:00+00:00,1.1088,1.10961,1.10775,1.10953,4355,6,0
2025-01-16 15:45:00+00:00,1.10954,1.11,1.10947,1.11,2922,3,0
2025-01-16 16:00:00+00:00,1.11001,1.11029,1.10965,1.1097,2447,3,0
2025-01-16 16:15:00+00:00,1.10971,1.10971,1.10931,1.10955,2256,3,0
2025-01-16 16:30:00+00:00,1.10953,1.1096300000000001,1.10922,1.10935,2924,3,0
2025-01-16 16:45:00+00:00,1.10934,1.1096,1.10927,1.10934,2573,6,0
2025-01-16 17:00:00+00:00,1.10937,1.10954,1.109,1.10905,4560,6,0
2025-01-16 17:15:00+00:00,1.10906,1.10909,1.10838,1.10844,3446,3,0
2025-01-16 17:30:00+00:00,1.10845,1.10852,1.10779,1.10783,3196,3,0
2025-01-16 17:45:00+00:00,1.10784,1.10789,1.10754,1.10785,2666,3,0
2025-01-16 18:00:00+00:00,1.10785,1.10797,1.10747,1.10782,3605,3,0
